,video_id,channelTitle,title,description,publishedAt,tags,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,licensedContent,publishedDayName,durationSecs,tagCount
105,muI0vnAioVg,Guy Skills,How To Ruin A Lokesh Kanagaraj Film,"Why waste time on description when you can watch the video?
#lokeshkanagaraj #lokiverse #t67 #thalapathy67 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-02-12 12:00:37+00:00,"['Thalapathy 67', 'LCU concept edit', 'leo title teaser', 'leo promo', 'thalapathy 67 trailer', 'leo reaction', 'leo title teaser reaction', 'anirudh lcu', 'thalapathy 67 reaction', 'loki verse', 'vikram thalapathy 67', 'rolex in leo', 'surya in leo', 'leo update', 'leo sony music', 'bloody sweet', 'vijay songs', 'vijay latest', 'kaithi leo', 'leo kashmir location', 'thalapathy 67 pooja', 'lokesh kanagaraj', 'lokesh kanagaraj whatsapp status', 'lokiverse', 'lokesh kanagaraj updates', 'lokesh kanagaraj movies']",1391.0,,0.0,10.0,PT7M22S,hd,false,True,Sunday,442,26
106,LOXszavzXkw,Guy Skills,Insane Military Octathalon (CAN YOU SURVIVE IT?),"Why waste time on description when you can watch the video?
#military #militarylife #militaryexercise #army #armyexercise 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-02-05 12:00:09+00:00,"['military exercises', 'military training', 'china', 'indian army', 'indian army training', 'boot camp', 'us millitary', 'defense', 'military', 'indian army physical selection', 'army selection', 'army running']",680.0,,0.0,,PT8M58S,hd,false,True,Sunday,538,12
107,pKikn1qiTO0,Guy Skills,What If Michael Jackson Danced To Harris Jayaraj's Songs? - Part 1 #michaeljackson #harrisjayaraj,"Why waste time on description when you can watch the video?
#michaeljackson #harrisjayaraj #harrisjayarajmusic #michaeljacksonthekingofpop 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-01-29 12:00:37+00:00,"['michael jackson tamil song', 'michael jackson tamil', 'michael jackson tamil whatsapp status', 'michael jackson tamil song dance', 'michael jackson tamil video', 'michael jackson tamil status', 'michael jackson dance', 'michael jackson tamil songs']",1154.0,106.0,0.0,22.0,PT7M3S,hd,false,False,Sunday,423,8
108,BxYSuSPXEyY,Guy Skills,Can Two Adults Take On a 10 Year Old at Football?!,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
#challenges #entertainment #football #footballedits #footballskills #footballplayer #footballgame 
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-01-22 12:00:09+00:00,"['football', 'soccer', 'sv2', 'emansv2', 'football test', '10 year old footballer', 'kid ronaldo', 'kid messi', 'sv2 kid ronaldo', 'fifa 23', '10 year old vs 20 year old football', 'kids vs adults in football', 'football challenge', 'football kids vs adults']",909.0,,0.0,9.0,PT7M27S,hd,false,True,Sunday,447,14
109,zwouO_LX43I,Guy Skills,Re Creating Vijay Antony Gibberish | #vijayantony #vijayantonysongs,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-01-15 12:00:08+00:00,"['vijay antony', 'Vijay antony', 'Vijay antony songs', 'vijay antony vibe', 'vijay antony vibe edit', 'vijay antony best songs', 'best vijay antony songs', 'vijya antony whatsapp status', 'vijay antony gibberish', 'vijay antony thug life', 'vijay interview funny interview', 'vijay interview whatsapp status', 'top 10 vijay antony songs', 'vijay antony top hits']",10278.0,,0.0,42.0,PT13M21S,hd,false,True,Sunday,801,14
110,Z7BSwI7qWPE,Guy Skills,GuySkills V2.0 (2023),"The G Talks :
https://youtube.com/@gtalkshow
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-01-08 07:00:11+00:00,['guyskills'],729.0,,0.0,12.0,PT3M42S,hd,false,True,Sunday,222,1
111,S_3YiNJcY98,Guy Skills,Zombie Apocalypse In Real Life,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2023-01-01 06:30:08+00:00,"['zombie games', 'zombie apocalypse', 'zombie apocalypse games', 'zombie', 'zombie apocalypse in china', 'zombies in china', 'zombie apocalypse in real life', 'zombies games', 'zombie parkour', 'zombie dank', 'zombies vs soldiers', 'zombie gaurav katare', 'zombie video', 'zombie video real', 'zombie spotted in real life', 'zombie tsunami', 'zombie survival', 'zombie land']",1488.0,,0.0,12.0,PT8M23S,hd,false,True,Sunday,503,18
112,cd2TZFPxUnk,Guy Skills,Demon Slayer Stunts In Real Life | Uzui Tengen | #demonslayer #demonslayeredit #demonslayeramv,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2022-12-25 06:45:11+00:00,"['demon slayer', 'kimetsu no yaiba', 'demon slayer in real life', 'anime in real life', 'nick pro', 'stunts', 'demon slayer stunts', 'tanjiro', 'nezuko', 'cosplay', 'anime', 'real life anime', 'anime irl', 'zenitsu', 'demon slayer anime', 'demon slayer season 2', 'anime vs real life', 'real life vs anime', 'stunts from anime', 'anime stunts']",1150.0,,0.0,14.0,PT7M29S,hd,false,True,Sunday,449,20
113,nxXUr3UGjqU,Guy Skills,Saturday night Live😪,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2022-12-18 06:30:13+00:00,"['Live', 'Live video', 'Live comments', 'Comments reading', 'Live', 'Live video', 'Live comments', 'Comments reading']",801.0,63.0,0.0,6.0,PT45M1S,hd,false,True,Sunday,2701,8
114,HkM-SdHyGz8,Guy Skills,Capture The Flag In Real Life | GuySkills,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2022-12-11 06:30:07+00:00,"['capture the flag', 'capture the flag game', 'capture the flag tamil', 'capture the flag game in tamil', 'how to play capture the flag', 'capture the flag in real life', 'capture the flag irl', 'epic game of capture the flag', 'outdoor games', 'capturing the flag', 'flag capture', 'hunting games in real life', 'chasing games in real life', 'guyskills']",947.0,,0.0,11.0,PT11M4S,hd,false,True,Sunday,664,14
115,8DfRdjbMO64,Guy Skills,We Played Football | Kids Vs. Adults #football #footballshorts #footballskills #footballedits,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges #football #footballshorts #footballskills #footballmanager #footballnews #footballplayer #footballedits #footballgame #footballer #footballhighlights 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2022-12-04 06:30:08+00:00,"['football', 'football game', 'football highlights', 'football trending', 'how to play football', 'football live', 'football incredible skills', 'football player skills', 'football skills', 'football match', 'football world cup 2022 live', 'guyskills', 'Ronaldo vs messi', 'Ronaldo', 'Messi', 'Neymar', 'Christiano ronaldo', 'Real madrid vs barcelona', 'Top 10 goals in football']",883.0,,0.0,12.0,PT9M17S,hd,false,True,Sunday,557,19
116,S7SToUrRg-k,Guy Skills,Training Street Dogs Challenge | GuySkills #funnydogs  #doglover #dogvideos,"In this video, we tried to train #streetdogs in our area and teach them basic #dogtricks and #dogtraining and look which team wins at the end XD
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2022-11-27 06:30:11+00:00,"['funny dog videos', 'dogs', 'training dogs', 'dog funny videos compilation', 'dog training', 'dog videos', 'dog lovers', 'dog lover videos', 'dog lover whatsapp status', 'dog challenge', 'dog training videos', 'how to train dogs']",1740.0,153.0,0.0,16.0,PT8M21S,hd,false,True,Sunday,501,12
117,HPqABMrypyg,Guy Skills,5 Days Introverts to Extroverts Challenge,"We took a 5 day #challenge to see if we can become an #extrovert from being an #introvert and watch till the end of the video to know what we went through to do this and to see if we really made it to what we wanted to make it to. 100 Likes on this and we will do what we promised to do!
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2022-11-20 06:30:07+00:00,"['Introverts vs extroverts', 'extroverts and introverts', 'extroverts vs introverts', 'dating introverts', 'dating extroverts', 'am i an introvert', 'am i an extrovert', 'how to become an extrovert', 'how to become an extrovert from introvert', 'what is an introvert', 'what is an extrovert', 'are you an introvert', 'are you an extrovert', 'ambivert', 'shy extroverts', 'shy extrovert signs', 'do girls like introverts or extroverts', 'do girls like introverts', 'do girls like extrovers']",22288.0,2890.0,0.0,83.0,PT14M29S,hd,false,True,Sunday,869,19
118,kV5WBcNuH6E,Guy Skills,We Played Cricket | Kids Vs. Adults #cricket #cricketfever #crickethighlights,"In this video, a trained kid challenged us for a match and we were down for it and it turned out to be a kids vs adults #cricket match. Stay tuned till the end to see who won the match.
_____________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_____________________________________________",2022-11-13 06:30:10+00:00,"['cricket', 'Cricket world cup', 'Uc cricket', 'Cricket india', 'Live match today', 'Cricket t20', 'Women cricket', 'ipl live match today', 'God of cricket', 'MS dhoni', 'Sachin']",1569.0,114.0,0.0,16.0,PT11M46S,hd,false,True,Sunday,706,11
119,Z7fTaYQQJp0,Guy Skills,Breaking Boomer - Episode 1 #boomer #superstition,"This series is a new initiative to bring out and break the most frustrating backward thoughts and restrictions which are still being followed and inculcated in today's generation.

The video :
https://youtube.com/shorts/Tos4X6wFiXc?feature=share
_______________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_______________________________________________",2022-11-06 07:00:10+00:00,"['atheist', 'atheism', 'atheist vs religious', 'atheism vs religion', 'superstition', 'superstitious beliefs', 'backward thoughts']",2998.0,284.0,0.0,41.0,PT14M40S,hd,false,True,Sunday,880,7
120,USwdsJu35Xo,Guy Skills,Re Creating Famous Dance Steps | #funnydance #funnydancevideos,"This video means no offense to any #telugu fans, #tamil fans and #balaya fans. Comments la vandhu anba kotitu ponga da. _/\_
_________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_________________________________________________",2022-10-30 06:30:12+00:00,"['legend saravana movie songs', 'jai balayya song', 'trendy songs', 'trendy reels dance', 'trendy dance steps', 'trendy dance', 'famous tamil songs', 'jai balayya', 'guyskills']",1281.0,175.0,0.0,11.0,PT6M29S,hd,false,False,Sunday,389,9
121,SmTcppyTw84,Guy Skills,Thalaivar Styles Recreation |#rajnikanth #superstar #thalaivar #thalaivarrajini,"Recreating #rajnikanth styles and scenes, taking 3 chances for each style and the one who fails must do a punishment. Watch the full video to know who fails and does the punishment
___________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________",2022-10-23 06:30:10+00:00,"['rajnikanth', 'rajnikanth styles', 'superstar rajnikanth', 'thalaivar rajnikanth', 'thalaivar styles', 'thalaivar 169', 'thalaivar 169 update', 'thalaivar 169 bgm', 'thalaivar 169 announcement reaction', 'thalaivar styles reaction']",681.0,108.0,0.0,5.0,PT6M42S,hd,false,True,Sunday,402,10
122,jDB3hgSSdyE,Guy Skills,Comments Reaction Live,,2022-10-16 22:43:02+00:00,,325.0,31.0,0.0,0.0,PT1H2M16S,hd,false,True,Sunday,3736,0
123,dwdLnhbZtWA,Guy Skills,Changing Depressed Guy Into A Hero #depression #depressed,"This video consists of short films that .... watch the full video #depression #depressed .
_____________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_____________________________________________________",2022-10-09 06:30:13+00:00,"['depression', 'depression meme', 'depression meme template', 'depression meme music', 'depression memes tik tok', 'depression memes tamil', 'jk', 'jk tamil', 'jk tamil depression']",3041.0,279.0,0.0,13.0,PT10M11S,hd,false,False,Sunday,611,9
124,WTG2lAwVh-s,Guy Skills,Recreating @sentimentvillan 's Instagram Reels #funnyreels #tamilreels,"Here we tried recreating internet's famously known senti na's instagram reels on YouTube . But since Senti na is #og we hope it delivers atleast something close to what we planned
_______________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_______________________________________________________",2022-10-02 06:30:10+00:00,"['tamil reels', 'funny tamil reels', 'funny instagram reels', 'instagram funny reels', 'sentiment villain instagram', 'sentiment villain', 'instagram tamil funny', 'funny instagram reels tamil', 'funny instagram reels status', 'funny tamil instagram reels', 'funny tamil reels troll', 'funny tamil reels songs', 'funny tamil dialogue reels', 'comedy reels tamil whatsapp status', 'comedy reels tamil']",9176.0,1430.0,0.0,22.0,PT12M1S,hd,false,False,Sunday,721,15
125,iuhE3gFKltk,Guy Skills,We Hunted For The Best Talents ⚠️ #talenthunt #talented #talentspotlight #skills,"THIS VIDEO IS PROVIDED WITH A DISCLAIMER AS TO RESTRICT THE STUNTS PERFORMED IN THE VIDEO ONLY VISUALLY AND ARE NOT ADVISED TO BE INFLUENCED BY IT AND PERFORM IT AND.... Sethu tholayadha. 
_______________________________________________________________
_________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_________________________________________________________",2022-09-25 06:30:14+00:00,"['Talent shows', 'best talents in the world', 'Crazy talents', 'indias got talent', 'best talents compilation', 'funny talents']",619.0,115.0,0.0,9.0,PT4M50S,hd,false,False,Sunday,290,6
126,0sHw6y4ovmI,Guy Skills,We RACED Using Card Board Boxes  #cardboard #cardboardcraft #cardboardcar #diycardboards,"In this video we created two cardboard race karts and raced in the street.
Watch which team wins at the end
_________________________________________________________________
___________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________",2022-09-18 06:30:14+00:00,"['diy toy car', 'speedy toy car', 'toy car', 'toy cars', 'wooden stick', 'fun craft', 'tutorial', 'fun toys', 'easy craft', 'racing', 'race car', 'school project', 'cardboard car race', 'cardboard car', 'cardboard', 'RC Car', 'car', 'DIY', 'Car race']",1151.0,147.0,0.0,9.0,PT9M4S,hd,false,True,Sunday,544,19
127,dwXyM7d-0YQ,Guy Skills,Crazy Internet Challenges Compilation #internet #challenge #bottleflipchallenge,"compilation of few of the #challenges in the #internet 
___________________________________________________________________
_____________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_____________________________________________________________",2022-09-11 06:45:08+00:00,"['challenge', 'challenge videos', 'challenge for friends', 'challenges to do with friends', 'milk challenge', 'water challenge', 'bottle flip challenge', 'rainbow milk challenge', 'plank challenge', 'cinnamon challenge', 'ice bucked challenge', 'funny challenge video', '2021 challenges', '2022 challenges', '2020 challenges', 'funniest challenges']",726.0,93.0,0.0,11.0,PT8M16S,hd,false,False,Sunday,496,16
128,NdwTRVj8rkk,Guy Skills,I Earned By Doing Challenges In Public #money #moneychallenges #ryantrahan,"Starting this challenge from just 10 Rs. and earning money from random strangers was fun. But which team won the most money of two teams. To find out more, watch the full video of #earning #money #public from #stranger s
_____________________________________________________________________
_______________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_______________________________________________________________
Music",2022-09-04 06:30:15+00:00,"['donating', 'giveaway', 'comedy', 'tips', 'funny', 'money', 'money from strangers', 'asking money from strangers', 'asking money from stranger india', 'money challenge lisa', 'money challenge game', 'money from youtube', 'money challenge video', 'money challenge tiktok', 'money challenge food', 'money challenge shorts', 'money challenge in tamil', 'give away contest', 'challenge', 'fun task', 'expensive', 'money form public']",599.0,89.0,0.0,11.0,PT9M53S,hd,false,True,Sunday,593,22
129,lSDMY5-d5a0,Guy Skills,We Tried The Army #army #training,"Hey guys, GuySkills here. If you are reading this, SUBSCRIBE and let us know if you like our content and in case if there are any kinds of suggestions in the comments section
_______________________________________________________________________
_________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_________________________________________________________________",2022-08-28 06:30:12+00:00,"['army', 'go army', 'challenge accepted', 'airborne', 'bootcamp', 'army airborne', 'basic training', 'military', 'air force', 'indian army', 'army training', 'army basics', 'Military training', 'how to join the military', 'military rules']",1401.0,195.0,0.0,7.0,PT11M12S,hd,false,False,Sunday,672,15
130,uZEdeYFoTJU,Guy Skills,Toxic Parenting | A Rant Podcast #toxicparenting #toxic #toxicparents,"BEFORE JUDGING, KINDLY DO REMEMBER THAT THIS IS JUST AN OPINION AND MAKE SURE YOU WATCH THE FULL VIDEO
_________________________________________________________________________
___________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________",2022-08-21 06:30:09+00:00,"['parents', 'indian toxic parents', 'how to argue with parents', 'parents in india', 'how to convince parents', 'toxic mother', 'toxic father', 'toxic short films', 'toxic parents', 'toxic relationship', 'toxic indian society', 'toxic tamil parents', 'typical tamil parents', 'toxicity in parenting', 'how parents affect the kids mentality']",10664.0,933.0,0.0,22.0,PT43M30S,hd,false,True,Sunday,2610,15
131,gHlLGdaCs74,Guy Skills,We Tried Becoming Jump Rope Ninja But... #skipping #jumprope,"@JumpRopeDudes Hey guys check this out
#skippingchallenge #skippers #jumprope 
___________________________________________________________________________
_____________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_____________________________________________________________________",2022-08-14 06:30:12+00:00,"['top 5 jump rope tricks', 'jump rope tricks', 'top 5 tricks', 'jump rope tricks tutorials', 'how to do skipping', 'jump rope tutorials', 'jump rope workout', 'skipping rope', 'jump rope fitness', 'fitness using skipping', 'does skipping help', 'jump rope dudes', 'jump rope dudes tutorials', 'jump rope beginners tutorial']",649.0,121.0,0.0,14.0,PT8M15S,hd,false,True,Sunday,495,14
132,sRyo8LKQOHg,Guy Skills,Random Shit Live #randomlive,,2022-08-13 04:12:18+00:00,,382.0,35.0,0.0,0.0,PT1H6S,hd,false,True,Saturday,3606,0
133,j1G3TPV1HrM,Guy Skills,Self Defense Tutorial Ft. GuySkills | #selfdefense #selfdefence,"In this video i tested out the #selfdefense tutorials and tried recreating everything XD
_______________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_______________________________________________________________________",2022-08-07 06:30:14+00:00,"['self defense', 'self defence', 'self defense tutorials', 'self defence tutorials', 'how to defend us from', 'defend from attackers', 'how to defend ourselves', 'self defense classes', 'easy self defense for beginners']",4092.0,508.0,0.0,23.0,PT10M51S,hd,false,False,Sunday,651,9
134,990iFI8TbHs,Guy Skills,We Opened A Shop In T Nagar .... | #tnagar #tnagarstreetshopping,"In this video, GuySkills tried working in a shop in #tnagarstreetshopping #TNagar going against #Socialawkwardness . WATCH THE FULL VIDEO TO FIND OUT WHETHER WE DID IT OR NOT
_______________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_______________________________________________________________________",2022-07-31 06:30:14+00:00,"['T nagar', 'T Nagar', 'Shopping in T Nagar', 'T Nagar Vlog', 'T nagar videos', 'T nagar vlogs', 'T nagar street shopping', 'T Nagar food review', 'T Nagar chennai', 'T Nagar dress shopping in tamil', 't nagar street shopping dress', 't nagar saravana strores', 't nagar shopping', 't nagar crowd']",1380.0,169.0,0.0,22.0,PT8M57S,hd,false,True,Sunday,537,14
135,NEySKVlgTx8,Guy Skills,We Raised A Flag In The CITY ...,"In the episode 2 of Making #GuySkills big ...
We tried #promoting our #channel by hoisting a flag #sign in the city and hopefully it happens.
_________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
_________________________________________________________________________",2022-07-24 06:30:19+00:00,"['channel promotion', 'channel', 'channel growing', 'my channel is growing', 'how to promote your youtube channel for free', 'promote your channel', 'how to promote youtube videos']",352.0,72.0,0.0,17.0,PT8M11S,hd,false,False,Sunday,491,7
136,9hHeZgDxtaU,Guy Skills,GuySkills Is A Brand Now ...,"In this video we have Turned GuySkills into a #marketing Tycoon by creating a #posterdesign and #promotingchannel 
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-07-17 06:30:14+00:00,"['channel promotion', 'channel growing', 'my channel is growing', 'how to promote your youtube channel for free', 'promote your youtube channel', 'how to promote youtube videos']",2223.0,182.0,0.0,29.0,PT9M1S,hd,false,True,Sunday,541,6
137,-bM1e2pS34k,Guy Skills,Reacting To My CHILDHOOD TOYS,"In this video I have unboxed an unopened mystery box from my childhood that had totally weird and unwanted stuffs... DONT MISS THE ENDING.
#unboxing #unboxingmysterybox #mysterybox 
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-07-10 06:30:19+00:00,"['mystery box', 'opening mystery box', 'weird box opening', 'toy box unboxing', 'unboxing weird boxes', 'unboxing amazon boxes']",2538.0,302.0,0.0,15.0,PT8M17S,hd,false,True,Sunday,497,6
138,suzX9kkHoHQ,Guy Skills,VIKRAM Interval Fight Scene Recreation | #vikram #vikraminaction,"We recreated the #Interval #fightscene from #vikrammovie 
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-07-03 06:30:12+00:00,"['vikram bgm', 'vikram interval scene', 'vikram kamal hassan', 'kamal hassan entry in vikram', 'vikram fight bgm', 'vikram kamal', 'once upon a time', 'lokesh kanagaraj', 'robotic arm effect', 'vikram fight scene', 'vikram fight response']",1303.0,111.0,0.0,18.0,PT5M49S,hd,false,True,Sunday,349,11
139,tIAbUscoeCc,Guy Skills,@JK16377. and BEHINDWOO..... See more,"In this video i have talked about the problems faced by a small youtuber in the name of youtube corporates that started from #Bathroomtour by a celebrity ,I stand with #smallchannel #smallyoutuber and @JK16377. (VRO SUBSCRIBE TO THIS CHANNEL VRO) and yeah....
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-06-26 15:30:11+00:00,"['Youtube dominance', 'jk tamil', 'JK Tamil and Behindwoods', 'behindwoods controversy', 'Behindwoods problem with JK tamil', 'jk tamil problem with behindwoods', 'youtube problems', 'problems being a creator', 'youtube corporate', 'creator problems', 'Mic set', 'Mic set sriram and sunny leone', 'Behindwoods', 'Behindwoods copyright strike', 'Mic set sriram and behindwoods', 'Behindwoods corporate']",1961.0,210.0,0.0,7.0,PT10M17S,hd,false,True,Sunday,617,16
140,1DET8JhBsfQ,Guy Skills,Reacting To Our Old Cringe Videos | Try Not To Laugh | GuySkills,"In this video, we have reacted to our oldest of our videos ... SO U SIT BACK AND RELAX.
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-06-26 06:30:11+00:00,"['Try no to laugh', 'Laughing compilation', 'laughing videos', 'Reaction videos', 'Laughing game', 'GuySkills', 'GSArmy']",5250.0,487.0,0.0,8.0,PT9M2S,hd,false,True,Sunday,542,7
141,D7GbvQlRz3s,Guy Skills,Chill Live With Subscribers!!!,As there is shortage of content we are exclusively going live,2022-06-18 23:24:12+00:00,,270.0,33.0,0.0,2.0,PT30M10S,hd,false,True,Saturday,1810,0
142,0eaofxsE7kE,Guy Skills,What is Life | Depression Talks | Purpose of Life,"The depression talk leading to what life is and does it serve a purpose ?
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-06-11 15:30:12+00:00,"['what is life', 'what is life by sadhguru', 'laip ah tholachutiye da memes', 'what is life memes', 'what is the purpose of life', 'what if the meaning of life', 'life full of depression', 'life is depression', 'i lost my life']",1772.0,188.0,0.0,22.0,PT18M12S,hd,false,True,Saturday,1092,9
143,Oet4FKBvj8E,Guy Skills,Visiting Demonte Colony Was A BAD IDEA !!! | Hide And Seek In Haunted House |  GuySkills,"Just a random thought and we had an idea of not only exploring #hauntedhouse and talking #hauntedstories but to play #hideandseek in haunted houses. it was a bad idea
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-06-04 15:30:12+00:00,"['ghost video in tamil', 'ghost story in tamil', 'abandoned places', 'hide and seek in haunted house', 'travelling to the bonacaud bangalow', 'bonacaud bangalow', 'terrifying video', 'keralas most haunted place', 'indias most haunted place', 'haunted place in chennai', 'demonte colony']",5836.0,531.0,0.0,43.0,PT14M42S,hd,false,True,Saturday,882,11
144,ISEDy4U8PzY,Guy Skills,"We Never Expected This, So We Started Our Own CWC ... | #CookWithComali #CWC","@ttkchannel107 , @VillageCookingChannel and @VijayTelevision ... Consider this a challenge and Recreate the #BreadMasala !
___________________________________________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________________________________________",2022-05-29 06:30:13+00:00,"['Outdoor cooking', 'beach cooking', 'cooking videos', 'village cooking', 'village cooking channel', 'Cook with comali', 'Cook with comali season 1', 'cook with comali season 2', 'cook with comali season 3', 'cook with comali thug life', 'cook with comali funny moments', 'cook with comali ;atest episode', 'dads life cooking', 'cook with comali promo']",4029.0,438.0,0.0,35.0,PT13M20S,hd,false,False,Sunday,800,14
